trip_id,stop_id,time
鹿屋(07:00)→志布志*,kokutai,07:00:00
鹿屋(07:00)→志布志*,joshiko,07:03:00
鹿屋(07:00)→志布志*,kanoya,07:10:00
鹿屋(07:00)→志布志*,kawanishi,07:14:00
鹿屋(07:00)→志布志*,myoshu,07:19:00
鹿屋(07:00)→志布志*,ronjibashi,07:22:00
鹿屋(07:00)→志布志*,sakashita,07:27:00
鹿屋(07:00)→志布志*,koyama,07:28:00
鹿屋(07:00)→志布志*,shimobaru,07:35:00
鹿屋(07:00)→志布志*,eiwa,07:40:00
鹿屋(07:00)→志布志*,higashikushira,07:41:00
鹿屋(07:00)→志布志*,osaki,07:50:00
鹿屋(07:00)→志布志*,oshigiri,08:01:00
鹿屋(07:00)→志布志*,chigomatsu,08:07:00
鹿屋(07:00)→志布志*,shibushi_hs,08:08:00
鹿屋(07:00)→志布志*,shibushi_eki_ue,08:11:00
鹿屋(07:00)→志布志*,shibushi_eki_mae,08:12:00
垂水(07:00)→高山*,minatohira,07:04:00
垂水(07:00)→高山*,miyawaki,07:12:00
垂水(07:00)→高山*,shinjo,07:18:00
垂水(07:00)→高山*,furue,07:23:00
垂水(07:00)→高山*,taiikudai,07:29:00
垂水(07:00)→高山*,kokutai,07:36:00
垂水(07:00)→高山*,joshiko,07:43:00
垂水(07:00)→高山*,kanoya,07:56:00
垂水(07:00)→高山*,shiyakusho,08:05:00
垂水(07:00)→高山*,kawanishi,08:12:00
垂水(07:00)→高山*,myoshu,08:17:00
垂水(07:00)→高山*,aira,08:22:00
垂水(07:00)→高山*,koyama,08:32:00
鹿屋(10:30)→高山*,kanoya,10:30:00
鹿屋(10:30)→高山*,shiyakusho,10:34:00
鹿屋(10:30)→高山*,hirabaru,10:42:00
鹿屋(10:30)→高山*,kawanishi,10:46:00
鹿屋(10:30)→高山*,myoshu,10:51:00
鹿屋(10:30)→高山*,aira,10:56:00
鹿屋(10:30)→高山*,sakashita,11:05:00
鹿屋(10:30)→高山*,koyama,11:06:00
鹿屋(11:55)→内之浦*,kanoya,11:55:00
鹿屋(11:55)→内之浦*,shiyakusho,11:59:00
鹿屋(11:55)→内之浦*,hirabaru,12:07:00
鹿屋(11:55)→内之浦*,kawanishi,12:11:00
鹿屋(11:55)→内之浦*,myoshu,12:16:00
鹿屋(11:55)→内之浦*,aira,12:21:00
鹿屋(11:55)→内之浦*,sakashita,12:30:00
鹿屋(11:55)→内之浦*,koyama,12:31:00
鹿屋(11:55)→内之浦*,ariakebashi,12:43:00
鹿屋(11:55)→内之浦*,kaizo,13:01:00
鹿屋(11:55)→内之浦*,uchinoura,13:14:00
鹿屋(13:25)→高山*,kanoya,13:25:00
鹿屋(13:25)→高山*,shiyakusho,13:29:00
鹿屋(13:25)→高山*,hirabaru,13:37:00
鹿屋(13:25)→高山*,kawanishi,13:41:00
鹿屋(13:25)→高山*,myoshu,13:46:00
鹿屋(13:25)→高山*,aira,13:51:00
鹿屋(13:25)→高山*,sakashita,14:00:00
鹿屋(13:25)→高山*,koyama,14:01:00
鹿屋(15:10)→内之浦*,kanoya,15:10:00
鹿屋(15:10)→内之浦*,shiyakusho,15:14:00
鹿屋(15:10)→内之浦*,hirabaru,15:22:00
鹿屋(15:10)→内之浦*,kawanishi,15:26:00
鹿屋(15:10)→内之浦*,myoshu,15:31:00
鹿屋(15:10)→内之浦*,aira,15:36:00
鹿屋(15:10)→内之浦*,sakashita,15:45:00
鹿屋(15:10)→内之浦*,koyama,15:46:00
鹿屋(15:10)→内之浦*,ariakebashi,15:58:00
鹿屋(15:10)→内之浦*,kaizo,16:16:00
鹿屋(15:10)→内之浦*,uchinoura,16:29:00
鹿屋(16:00)→高山*,kanoya,16:00:00
鹿屋(16:00)→高山*,shiyakusho,16:04:00
鹿屋(16:00)→高山*,hirabaru,16:12:00
鹿屋(16:00)→高山*,kawanishi,16:16:00
鹿屋(16:00)→高山*,myoshu,16:21:00
鹿屋(16:00)→高山*,aira,16:26:00
鹿屋(16:00)→高山*,sakashita,16:35:00
鹿屋(16:00)→高山*,koyama,16:36:00
鹿屋(16:00)→志布志*,kanoya,16:00:00
鹿屋(16:00)→志布志*,kawanishi,16:11:00
鹿屋(16:00)→志布志*,myoshu,16:16:00
鹿屋(16:00)→志布志*,ronjibashi,16:19:00
鹿屋(16:00)→志布志*,sakashita,16:24:00
鹿屋(16:00)→志布志*,koyama,16:25:00
鹿屋(16:00)→志布志*,shimobaru,16:32:00
鹿屋(16:00)→志布志*,eiwa,16:37:00
鹿屋(16:00)→志布志*,higashikushira,16:38:00
鹿屋(16:00)→志布志*,osaki,16:47:00
鹿屋(16:00)→志布志*,oshigiri,16:58:00
鹿屋(16:00)→志布志*,chigomatsu,17:04:00
鹿屋(16:00)→志布志*,shibushi_hs,17:05:00
鹿屋(16:00)→志布志*,shibushi_eki_ue,17:08:00
鹿屋(16:00)→志布志*,shibushi_eki_mae,17:09:00
鹿屋(16:45)→内之浦*,kanoya,16:45:00
鹿屋(16:45)→内之浦*,shiyakusho,16:49:00
鹿屋(16:45)→内之浦*,hirabaru,16:57:00
鹿屋(16:45)→内之浦*,kawanishi,17:01:00
鹿屋(16:45)→内之浦*,myoshu,17:06:00
鹿屋(16:45)→内之浦*,aira,17:11:00
鹿屋(16:45)→内之浦*,sakashita,17:20:00
鹿屋(16:45)→内之浦*,koyama,17:21:00
鹿屋(16:45)→内之浦*,ariakebashi,17:33:00
鹿屋(16:45)→内之浦*,kaizo,17:51:00
鹿屋(16:45)→内之浦*,uchinoura,18:04:00
鹿屋(17:40)→高山*,kanoya,17:40:00
鹿屋(17:40)→高山*,shiyakusho,17:44:00
鹿屋(17:40)→高山*,hirabaru,17:52:00
鹿屋(17:40)→高山*,kawanishi,17:56:00
鹿屋(17:40)→高山*,myoshu,18:01:00
鹿屋(17:40)→高山*,aira,18:06:00
鹿屋(17:40)→高山*,sakashita,18:15:00
鹿屋(17:40)→高山*,koyama,18:16:00
志布志(06:52)→鹿屋*,shibushi_eki_mae,06:52:00
志布志(06:52)→鹿屋*,shibushi_eki_ue,06:53:00
志布志(06:52)→鹿屋*,shibushi_hs,06:56:00
志布志(06:52)→鹿屋*,chigomatsu,06:57:00
志布志(06:52)→鹿屋*,oshigiri,07:03:00
志布志(06:52)→鹿屋*,osaki,07:14:00
志布志(06:52)→鹿屋*,higashikushira,07:23:00
志布志(06:52)→鹿屋*,eiwa,07:24:00
志布志(06:52)→鹿屋*,shimobaru,07:29:00
志布志(06:52)→鹿屋*,koyama,07:36:00
志布志(06:52)→鹿屋*,sakashita,07:37:00
志布志(06:52)→鹿屋*,ronjibashi,07:42:00
志布志(06:52)→鹿屋*,myoshu,07:45:00
志布志(06:52)→鹿屋*,kawanishi,07:50:00
志布志(06:52)→鹿屋*,hirabaru,07:52:00
志布志(06:52)→鹿屋*,shiyakusho,07:57:00
志布志(06:52)→鹿屋*,kanoya,08:01:00
内之浦(06:40)→鹿屋*,uchinoura,06:40:00
内之浦(06:40)→鹿屋*,kaizo,06:53:00
内之浦(06:40)→鹿屋*,ariakebashi,07:11:00
内之浦(06:40)→鹿屋*,koyama,07:22:00
内之浦(06:40)→鹿屋*,sakashita,07:24:00
内之浦(06:40)→鹿屋*,aira,07:33:00
内之浦(06:40)→鹿屋*,myoshu,07:38:00
内之浦(06:40)→鹿屋*,kawanishi,07:43:00
内之浦(06:40)→鹿屋*,hirabaru,07:47:00
内之浦(06:40)→鹿屋*,shiyakusho,07:55:00
内之浦(06:40)→鹿屋*,kanoya,08:03:00
高山(08:02)→鹿屋*,koyama,08:02:00
高山(08:02)→鹿屋*,aira,08:13:00
高山(08:02)→鹿屋*,myoshu,08:18:00
高山(08:02)→鹿屋*,kawanishi,08:23:00
高山(08:02)→鹿屋*,hirabaru,08:27:00
高山(08:02)→鹿屋*,shiyakusho,08:35:00
高山(08:02)→鹿屋*,kanoya,08:41:00
高山(10:08)→鹿屋*,koyama,10:08:00
高山(10:08)→鹿屋*,aira,10:18:00
高山(10:08)→鹿屋*,myoshu,10:23:00
高山(10:08)→鹿屋*,kawanishi,10:28:00
高山(10:08)→鹿屋*,hirabaru,10:32:00
高山(10:08)→鹿屋*,shiyakusho,10:40:00
高山(10:08)→鹿屋*,kanoya,10:46:00
内之浦(14:35)→鹿屋*,uchinoura,14:35:00
内之浦(14:35)→鹿屋*,kaizo,14:48:00
内之浦(14:35)→鹿屋*,ariakebashi,15:06:00
内之浦(14:35)→鹿屋*,koyama,15:17:00
内之浦(14:35)→鹿屋*,aira,15:28:00
内之浦(14:35)→鹿屋*,myoshu,15:33:00
内之浦(14:35)→鹿屋*,kawanishi,15:38:00
内之浦(14:35)→鹿屋*,hirabaru,15:42:00
内之浦(14:35)→鹿屋*,shiyakusho,15:50:00
内之浦(14:35)→鹿屋*,kanoya,15:56:00
志布志(16:57)→鹿屋*,shibushi_eki_mae,16:57:00
